,Scheme Code,Scheme Name,Net Asset Value,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Date,Repurchase Price,Sale Price
205,111075,Fortis Interval Fund - Quarterly Plan I - Regular Plan - Quarterly Dividend Option - Compulsory Renewal,10.0618,,,21-Jan-2009,9.6593,10.0618
206,111162,Fortis Interval Fund Sr 2 - Quarterly Plan M - Regular Plan - Calendar  Monthly Dividend Option - Automatic Redemption,0.0,,,21-Jan-2009,0.0,0.0
207,111160,Fortis Interval Fund Sr 2 - Quarterly Plan M - Regular Plan - Calendar  Monthly Dividend Option - Automatic Renewal,10.0739,,,21-Jan-2009,9.6709,10.0739
208,111159,Fortis Interval Fund Sr 2 - Quarterly Plan M - Regular Plan - Growth Option - Automatic Redemption,10.0292,,,21-Jan-2009,9.628,10.0292
209,111161,Fortis Interval Fund Sr 2 - Quarterly Plan M - Regular Plan - Growth Option - Automatic Renewal,10.6702,,,21-Jan-2009,10.2434,10.6702
210,111163,Fortis Interval Fund Sr 2 - Quarterly Plan M - Regular Plan - Interval Period Dividend Option - Automatic Redemption,9.8948,,,21-Jan-2009,9.499,9.8948
211,111158,Fortis Interval Fund Sr 2 - Quarterly Plan M - Regular Plan - Interval Period Dividend Option - Automatic Renewal,10.1132,,,21-Jan-2009,9.7087,10.1132
212,111168,Fortis Interval Fund Sr 2 - Quarterly Plan N - Regular Plan - Calendar  Monthly Dividend Option - Automatic Redemption,0.0,,,21-Jan-2009,0.0,0.0
213,111171,Fortis Interval Fund Sr 2 - Quarterly Plan N - Regular Plan - Calendar  Monthly Dividend Option - Automatic Renewal,0.0,,,21-Jan-2009,0.0,0.0
214,111170,Fortis Interval Fund Sr 2 - Quarterly Plan N - Regular Plan - Growth Option - Automatic Redemption,10.8003,,,21-Jan-2009,10.3683,10.8003
215,111166,Fortis Interval Fund Sr 2 - Quarterly Plan N - Regular Plan - Growth Option - Automatic Renewal,10.6845,,,21-Jan-2009,10.2571,10.6845
216,111167,Fortis Interval Fund Sr 2 - Quarterly Plan N - Regular Plan - Interval Period Dividend Option - Automatic Redemption,10.184,,,21-Jan-2009,9.7766,10.184
217,111169,Fortis Interval Fund Sr 2 - Quarterly Plan N - Regular Plan - Interval Period Dividend Option - Automatic Renewal,10.1421,,,21-Jan-2009,9.7364,10.1421
218,110770,Fortis Money Plus Fund-Institutional Plan- Daily Dividend Option (Compulsory Reinvestment),10.0031,,,21-Jan-2009,10.0031,10.0031
219,110767,Fortis Money Plus Fund-Institutional Plan-Growth Option,12.9624,,,21-Jan-2009,12.9624,12.9624
220,110769,Fortis Money Plus Fund-Institutional Plan-Monthly Dividend Option,10.063,,,21-Jan-2009,10.063,10.063
221,110768,Fortis Money Plus Fund-Institutional Plan-Weekly Dividend Option,10.0164,,,21-Jan-2009,10.0164,10.0164
222,110771,Fortis Money Plus Fund-Regular Plan- Daily Dividend Option (Compulsory Reinvestment),10.003,,,21-Jan-2009,10.003,10.003
223,110764,Fortis Money Plus Fund-Regular Plan-Growth Option,12.8464,,,21-Jan-2009,12.8464,12.8464
224,110766,Fortis Money Plus Fund-Regular Plan-Monthly Dividend Option,10.0609,,,21-Jan-2009,10.0609,10.0609
225,110765,Fortis Money Plus Fund-Regular Plan-Weekly Dividend Option,10.0159,,,21-Jan-2009,10.0159,10.0159
226,110841,Fortis Monthly Income Plan-Regular Plan-Growth Option,13.2534,,,21-Jan-2009,13.2534,13.2534
227,110842,Fortis Monthly Income Plan-Regular Plan-Monthly Dividend Option,9.9623,,,21-Jan-2009,9.9623,9.9623
228,110843,Fortis Monthly Income Plan-Regular Plan-Quarterly Dividend Option,10.0109,,,21-Jan-2009,10.0109,10.0109
229,110832,Fortis Short Term Income Fund-Institutional Plan-Daily Dividend Option,10.0031,,,21-Jan-2009,10.0031,10.0031
230,110831,Fortis Short Term Income Fund-Institutional Plan-Growth Option,0.0,,,21-Jan-2009,0.0,0.0
231,110827,Fortis Short Term Income Fund-Institutional Plan-Monthly Dividend Option,0.0,,,21-Jan-2009,0.0,0.0
232,110840,Fortis Short Term Income Fund-Institutional Plan-Quarterly Dividend Option,0.0,,,21-Jan-2009,0.0,0.0
233,110833,Fortis Short Term Income Fund-Institutional Plan-Weekly Dividend Option,0.0,,,21-Jan-2009,0.0,0.0
234,110835,Fortis Short Term Income Fund-Institutional Plus Plan-Daily Dividend Option,10.003,,,21-Jan-2009,10.003,10.003
235,110834,Fortis Short Term Income Fund-Institutional Plus Plan-Growth Option,10.7194,,,21-Jan-2009,10.7194,10.7194
236,110836,Fortis Short Term Income Fund-Institutional Plus Plan-Monthly Dividend Option,10.0809,,,21-Jan-2009,10.0809,10.0809
237,110839,Fortis Short Term Income Fund-Institutional Plus Plan-Quarterly Dividend Option,0.0,,,21-Jan-2009,0.0,0.0
238,110837,Fortis Short Term Income Fund-Institutional Plus Plan-Weekly Dividend Option,0.0,,,21-Jan-2009,0.0,0.0
239,110828,Fortis Short Term Income Fund-Regular Plan-Growth Option,13.2898,,,21-Jan-2009,13.2898,13.2898
240,110829,Fortis Short Term Income Fund-Regular Plan-Monthly Dividend Option,10.0748,,,21-Jan-2009,10.0748,10.0748
241,110838,Fortis Short Term Income Fund-Regular Plan-Quarterly Dividend Option,0.0,,,21-Jan-2009,0.0,0.0
242,110830,Fortis Short Term Income Fund-Regular Plan-Weekly Dividend Option,10.0252,,,21-Jan-2009,10.0252,10.0252
244,100551,Templeton India Children’s Asset Plan-Education Plan,26.2366,INF090I01AF4,,21-Jan-2009,26.2366,26.499
245,100553,Templeton India Children’s Asset Plan-Gift Plan - Dividend,24.0655,INF090I01AG2,INF090I01AH0,21-Jan-2009,24.0655,24.4265
246,100552,Templeton India Children’s Asset Plan-Gift Plan - Growth,24.0655,INF090I01AI8,,21-Jan-2009,24.0655,24.4265
247,105469,Templeton Quarterly Interval Plan - Plan A - Institutional - Dividend,10.0954,,,21-Jan-2009,10.0954,10.0954
248,105707,Templeton Quarterly Interval Plan - Plan B - Institutional - Dividend,10.0514,,,21-Jan-2009,10.0514,10.0514
249,105705,Templeton Quarterly Interval Plan - Plan B - Retail - Dividend,10.0484,,,21-Jan-2009,10.0484,10.0484
250,105704,Templeton Quarterly Interval Plan - Plan B - Retail - Growth,11.5061,,,21-Jan-2009,11.5061,11.5061
251,106054,Templeton Quarterly Interval Plan - Plan C - Institutional Plan - Dividend,10.1554,,,21-Jan-2009,10.1554,10.1554
252,106053,Templeton Quarterly Interval Plan - Plan C - Institutional Plan - Growth,10.4023,,,21-Jan-2009,10.4023,10.4023
253,106056,Templeton Quarterly Interval Plan - Plan C - Retail Plan - Dividend,10.1486,,,21-Jan-2009,10.1486,10.1486
254,106055,Templeton Quarterly Interval Plan - Plan C - Retail Plan - Growth,11.3433,,,21-Jan-2009,11.3433,11.3433
256,101430,HDFC Regular Savings Fund-GROWTH,16.4442,INF179K01AY2,,21-Jan-2009,16.4031,16.4442
257,101431,HDFC Regular Savings Fund-Monthly Dividend Option,10.3973,INF179K01AW6,INF179K01AX4,21-Jan-2009,10.3713,10.3973
259,102257,HSBC MIP - Regular -  Dividend - Monthly,10.7677,INF336L01057,INF336L01065,21-Jan-2009,10.66,10.7677
260,102258,HSBC MIP - Regular - Dividend - Quarterly,10.9268,INF336L01073,INF336L01081,21-Jan-2009,10.8175,10.9268
261,102259,HSBC MIP - Regular - Growth,14.1102,INF336L01040,,21-Jan-2009,13.9691,14.1102
263,103062,ICICI Prudential Blended Plan B -  Dividend Option - I,11.7395,INF109K01EA1,INF109K01AQ5,21-Jan-2009,11.6808,11.7395
264,103061,ICICI Prudential Blended Plan B -  Growth Option - I,13.0789,INF109K01AR3,,21-Jan-2009,13.0135,13.0789
265,101098,ICICI Prudential Child Care Plan Study - Cumulative,20.8268,INF109K01597,,21-Jan-2009,20.6185,21.1392
266,106290,ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Dividend,10.4868,INF109K01KM3,,21-Jan-2009,10.4868,10.4868
267,106292,ICICI Prudential Interval Fund - Annual Interval Plan I - Retail Growth,11.3955,INF109K01KL5,,21-Jan-2009,11.3955,11.3955
268,106291,ICICI Prudential Interval Fund Annual Interval Plan I -  Growth,11.4337,INF109K01KN1,,21-Jan-2009,11.4337,11.4337
269,106762,ICICI Prudential Interval Fund - Annual Interval Plan II - Retail Dividend,10.4946,INF109K01KQ4,,21-Jan-2009,10.4946,10.4946
270,106763,ICICI Prudential Interval Fund - Annual Interval Plan II - Retail Growth,11.1936,INF109K01KP6,,21-Jan-2009,11.1936,11.1936
271,106761,ICICI Prudential Interval Fund Annual Interval Plan II - Growth,11.2833,INF109K01KR2,,21-Jan-2009,11.2833,11.2833
272,106778,ICICI Prudential Interval Fund - Annual Interval Plan III - Retail Dividend,10.4683,INF109K01KU6,,21-Jan-2009,10.2589,10.4683
273,106777,ICICI Prudential Interval Fund - Annual Interval Plan III - Retail Growth,11.2183,INF109K01KT8,,21-Jan-2009,10.9939,11.2183
274,106780,ICICI Prudential Interval Fund Annual Interval Plan III - Dividend,10.3806,INF109K01KW2,,21-Jan-2009,10.173,10.3806
275,106832,ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Dividend,10.2532,INF109K01KI1,,21-Jan-2009,10.0481,10.2532
276,106833,ICICI Prudential Interval Fund - Annual Interval Plan IV - Retail Growth,11.0801,INF109K01KH3,,21-Jan-2009,10.8585,11.0801
277,106831,ICICI Prudential Interval Fund Annual Interval Plan IV - Growth,10.2675,INF109K01KJ9,,21-Jan-2009,10.0622,0.0
278,106776,ICICI Prudential Interval Fund - Half Yearly Interval Plan I - Retail Dividend,10.3047,,,21-Jan-2009,10.3047,10.3047
279,106775,ICICI Prudential Interval Fund - Half Yearly Interval Plan I - Retail Growth,11.1561,,,21-Jan-2009,11.1561,11.1561
280,106852,ICICI Prudential Interval Fund - Half Yearly Interval Plan II - Retail Dividend,10.2536,INF109K01LM1,,21-Jan-2009,10.0485,10.2536
281,106853,ICICI Prudential Interval Fund - Half Yearly Interval Plan II - Retail Growth,11.1412,INF109K01LL3,,21-Jan-2009,10.9184,11.1412
282,105650,ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Dividend,10.0918,INF109K01ON3,,21-Jan-2009,10.0918,10.0918
283,105651,ICICI Prudential Interval Fund - Monthly Interval Plan I - Retail Growth,11.5066,INF109K01OM5,,21-Jan-2009,11.5066,11.5066
284,109680,ICICI Prudential Interval Fund Monthly Interval Plan I - Dividend,10.016,INF109K01OL7,INF109K01OK9,21-Jan-2009,10.016,10.016
285,109679,ICICI Prudential Interval Fund Monthly Interval Plan I - Growth,10.4541,INF109K01OJ1,,21-Jan-2009,10.4541,10.4541
286,105711,ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Dividend,10.1786,INF109K01LU4,,21-Jan-2009,10.1786,10.1786
287,105710,ICICI Prudential Interval Fund - Quarterly Interval Plan I - Retail Growth,11.6656,INF109K01LT6,,21-Jan-2009,11.6656,11.6656
288,111405,ICICI Prudential Interval Fund Quarterly Interval Plan 1 - Growth,10.1848,INF109K01LP4,,21-Jan-2009,10.1848,10.1848
289,111406,ICICI Prudential Interval Fund Quarterly Interval Plan 1 -Dividend,10.1848,INF109K01LR0,INF109K01LQ2,21-Jan-2009,10.1848,10.1848
290,105907,ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Dividend,10.089,INF109K01MC0,,21-Jan-2009,10.089,10.089
291,105908,ICICI Prudential Interval Fund - Quarterly Interval Plan II - Retail Growth,11.5819,INF109K01MB2,,21-Jan-2009,11.5819,11.5819
292,110203,ICICI Prudential Interval Fund II Quarterly Interval - Dividend,10.1332,INF109K01LZ3,INF109K01LY6,21-Jan-2009,10.1332,10.1332
293,110204,ICICI Prudential Interval Fund II Quarterly Interval - Growth,10.3517,INF109K01LX8,,21-Jan-2009,10.3517,10.3517
294,106141,ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Dividend,10.0094,INF109K01MK3,,21-Jan-2009,10.0094,10.0094
295,106142,ICICI Prudential Interval Fund - Quarterly Interval Plan III - Retail Growth,11.39,INF109K01MJ5,,21-Jan-2009,11.39,11.39
296,106828,ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Retail Dividend,10.2579,INF109K01MO5,,21-Jan-2009,10.0527,10.2579
297,106829,ICICI Prudential Interval Fund II - Quarterly Interval Plan A - Retail Growth,11.2083,INF109K01MN7,,21-Jan-2009,10.9841,11.2083
298,110664,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Dividend,10.2688,INF109K01MT4,INF109K01MS6,21-Jan-2009,10.2688,10.2688
299,110663,ICICI Prudential Interval Fund II Quarterly Interval Plan A - Growth,10.2688,INF109K01MR8,,21-Jan-2009,10.2688,10.2688
300,106885,ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Dividend,10.2298,INF109K01MW8,,21-Jan-2009,10.0252,10.2298
301,106886,ICICI Prudential Interval Fund II - Quarterly Interval Plan B - Retail Growth,11.1922,INF109K01MV0,,21-Jan-2009,10.9684,11.1922
302,111317,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Dividend,10.2244,INF109K01NB0,INF109K01NA2,21-Jan-2009,10.2244,10.2244
303,111316,ICICI Prudential Interval Fund II Quarterly Interval Plan B - Growth,10.2244,INF109K01MZ1,,21-Jan-2009,10.2244,10.2244
304,106977,ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Dividend,10.1508,INF109K01NI5,,21-Jan-2009,9.9478,10.1508
305,106976,ICICI Prudential Interval Fund II - Quarterly Interval Plan C - Retail Growth,11.1682,INF109K01NH7,,21-Jan-2009,10.9448,11.1682
306,109855,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Dividend,10.1648,INF109K01NF1,INF109K01NE4,21-Jan-2009,10.114,10.1648
307,109854,ICICI Prudential Interval Fund II Quarterly Interval Plan C - Growth,10.435,INF109K01ND6,,21-Jan-2009,10.3828,10.435
308,107138,ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Dividend,10.3425,INF109K01NQ8,,21-Jan-2009,10.2908,10.3425
309,107139,ICICI Prudential Interval Fund II - Quarterly Interval Plan D - Retail Growth,11.4005,INF109K01NP0,,21-Jan-2009,11.3435,11.4005
310,110014,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Dividend,10.3503,INF109K01NN5,INF109K01NM7,21-Jan-2009,10.3503,10.3503
311,110013,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Growth,10.6406,INF109K01NL9,,21-Jan-2009,10.6406,10.6406
312,107224,ICICI Prudential Interval Fund II - Quarterly Interval Plan E - Retail Dividend,10.0807,,,21-Jan-2009,10.0303,10.0807
313,107223,ICICI Prudential Interval Fund II - Quarterly Interval Plan E - Retail Growth,11.1783,,,21-Jan-2009,11.1224,11.1783
314,107309,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Dividend,10.0488,INF109K01NU0,,21-Jan-2009,9.9986,10.0488
315,107310,ICICI Prudential Interval Fund II - Quarterly Interval Plan F - Retail Growth,11.1351,INF109K01NT2,,21-Jan-2009,11.0794,11.1351
316,110384,ICICI Prudential Interval Fund II Quarterly Interval Plan F - Dividend,10.0544,INF109K01NZ9,INF109K01NY2,21-Jan-2009,10.0544,10.0544
317,109960,ICICI Prudential Interval Fund III - Monthly Interval Plan - Institutional Dividend,10.0379,,,21-Jan-2009,10.0379,10.0379
318,109508,ICICI Prudential Interval Fund III - Monthly Interval Plan - Retail Dividend,10.0364,,,21-Jan-2009,10.0163,0.0
319,109509,ICICI Prudential Interval Fund III - Monthly Interval Plan - Retail Growth,10.4621,,,21-Jan-2009,10.4412,0.0
320,109899,ICICI Prudential Interval Fund IV - Quarterly Interval Plan A - Retail Dividend,10.1186,,,21-Jan-2009,10.1186,10.1186
321,109897,ICICI Prudential Interval Fund IV - Quarterly Interval Plan A - Retail Growth,10.3957,,,21-Jan-2009,10.3957,10.3957
322,110345,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Dividend,10.0727,INF109K01OG7,,21-Jan-2009,10.0727,10.0727
323,110348,ICICI Prudential Interval Fund IV - Quarterly Interval Plan B - Retail Growth,10.3575,INF109K01OF9,,21-Jan-2009,10.3575,10.3575
324,110346,ICICI Prudential Interval Fund IV Quarterly Interval Plan B - Growth,10.0761,INF109K01OB8,,21-Jan-2009,10.0761,10.0761
325,110347,ICICI Prudential Interval Fund IV Quarterly Interval Plan B -Dividend,10.0761,INF109K01OD4,INF109K01OE2,21-Jan-2009,10.0761,10.0761
326,110478,ICICI Prudential Interval Fund IV - Quarterly Interval Plan C - Retail Dividend,10.1815,,,21-Jan-2009,10.1815,10.1815
327,110481,ICICI Prudential Interval Fund IV - Quarterly Interval Plan C - Retail Growth,10.4382,,,21-Jan-2009,10.4382,10.4382
328,110693,ICICI Prudential Interval Fund IV - Quarterly Interval Plan D - Retail Dividend,10.0804,,,21-Jan-2009,10.0804,10.0804
329,110691,ICICI Prudential Interval Fund IV - Quarterly Interval Plan D - Retail Growth,10.0804,,,21-Jan-2009,10.0804,10.0804
330,111611,ICICI Prudential Interval Fund IV - Quarterly Interval Plan E - Retail Dividend,10.018,,,21-Jan-2009,10.018,10.018
331,111610,ICICI Prudential Interval Fund IV - Quarterly Interval Plan E - Retail Growth,10.018,,,21-Jan-2009,10.018,10.018
332,110048,ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Dividend,10.0262,INF109K01OU8,,21-Jan-2009,10.0262,10.0262
333,110047,ICICI Prudential Interval Fund V - Monthly Interval Plan A - Retail Growth,10.4043,INF109K01OS2,,21-Jan-2009,10.4043,10.4043
334,110046,ICICI Prudential Interval Fund V Monthly Interval Plan A - Dividend,10.0274,INF109K01OR4,INF109K01OQ6,21-Jan-2009,10.0274,10.0274
335,111571,ICICI Prudential Interval Fund V - Monthly Interval Plan B - Retail Dividend,10.0306,,,21-Jan-2009,10.0306,10.0306
336,111572,ICICI Prudential Interval Fund V - Monthly Interval Plan B - Retail Growth,10.0835,,,21-Jan-2009,10.0835,10.0835
337,111459,ICICI Prudential Interval Fund V - Monthly Interval Plan D - Retail Dividend,10.0359,,,21-Jan-2009,10.0359,10.0359
338,111460,ICICI Prudential Interval Fund V - Monthly Interval Plan D - Retail Growth,10.1093,,,21-Jan-2009,10.1093,10.1093
339,100955,ICICI Prudential MIP - Dividend Half Yearly,11.2724,INF109K01FG5,INF109K01548,21-Jan-2009,11.216,11.2724
340,100953,ICICI Prudential MIP - Dividend Monthly,10.845,INF109K01FH3,INF109K01522,21-Jan-2009,10.7908,10.845
341,100954,ICICI Prudential MIP - Dividend Quarterly,11.2539,INF109K01FI1,INF109K01530,21-Jan-2009,11.1976,11.2539
342,100952,ICICI Prudential MIP - Growth,20.5407,INF109K01555,,21-Jan-2009,20.438,20.5407
344,108625,IDFC - SSIF - ST -Plan B - Growth,9.9369,INF194K01HM1,,21-Jan-2009,9.9369,9.9369
345,108759,IDFC - SSIF - ST -Plan B - Monthly Dividend,10.0177,INF194K01HO7,INF194K01HN9,21-Jan-2009,10.0177,10.0177
346,108786,IDFC Dynamic Bond Fund - Growth,18.1199,INF194K01PZ6,,21-Jan-2009,18.1199,18.1199
347,108784,IDFC Dynamic Bond Fund - Annual Dividend,12.7341,INF194K01QE9,INF194K01QD1,21-Jan-2009,12.7341,12.7341
348,108554,IDFC Dynamic Bond Fund - Quarterly Dividend,11.5854,INF194K01QB5,INF194K01QA7,21-Jan-2009,11.5854,11.5854
349,108742,IDFC Money Manager Fund-Investment Plan-Regular Plan-Daily Div.,10.015,INF194K01NW8,INF194K01NV0,21-Jan-2009,10.015,10.015
350,108736,IDFC Money Manager Fund-Investment Plan-Regular Plan-Growth,13.43,INF194K01NO5,,21-Jan-2009,13.43,13.43
351,108739,IDFC Money Manager Fund-Investment Plan-Regular Plan-Monthly Div.,10.0533,INF194K01OC8,INF194K01OB0,21-Jan-2009,10.0533,10.0533
352,108740,IDFC Money Manager Fund-Investment Plan-Regular Plan-Weekly Div.,10.0236,INF194K01NZ1,INF194K01NY4,21-Jan-2009,10.0236,10.0236
353,109247,IDFC-Money Manager Fund-Investment Plan A-Weekly Div.,10.0232,INF194K01NM9,INF194K01NL1,21-Jan-2009,10.0232,10.0232
354,108734,IDFC-Money Manager Fund-Investment Plan-Annual Div.,10.9165,INF194K01NA4,INF194K01MZ3,21-Jan-2009,10.9165,10.9165
355,108732,IDFC-Money Manager Fund-Investment Plan-Growth,13.2304,INF194K01MY6,,21-Jan-2009,13.2304,13.2304
356,108741,IDFC-Money Manager Fund-Investment Plan-Plan A-Daily Div.,10.015,INF194K01NG1,INF194K01NF3,21-Jan-2009,10.015,10.015
357,108735,IDFC-Money Manager Fund-Investment Plan-Plan A-Monthly Div.,10.0542,INF194K01NJ5,INF194K01NI7,21-Jan-2009,10.0542,10.0542
358,108733,IDFC-Money Manager Fund-Investment Plan-Qtrly Div.,10.1748,INF194K01ND8,INF194K01NC0,21-Jan-2009,10.1748,10.1748
359,108676,IDFC-Money Manager Fund-Treasury Plan-Plan B - Growth,13.8419,INF194K01LT8,,21-Jan-2009,13.8419,13.8419
360,108677,IDFC-Money Manager Fund-Treasury Plan-Plan B-Daily Div,10.0703,INF194K01LY8,INF194K01LX0,21-Jan-2009,10.0703,10.0703
361,108679,IDFC-Money Manager Fund-Treasury Plan-Plan B-Mon Div,10.0524,INF194K01LV4,INF194K01LU6,21-Jan-2009,10.0524,10.0524
362,108678,IDFC-Money Manager Fund-Treasury Plan-Plan B-Weekly Div,10.1026,INF194K01MB4,INF194K01MA6,21-Jan-2009,10.1026,10.1026
363,111532,IDFC-SSIF-Investment Plan B DIVIDEND,10.4486,INF194K01JG9,INF194K01JF1,21-Jan-2009,10.4486,10.4486
364,111529,IDFC-SSIF-Investment Plan B- GROWTH,10.5866,INF194K01IV0,,21-Jan-2009,10.5866,10.5866
366,102223,ING Dynamic Duration Fund-Annual Dividend Option,10.8043,,,21-Jan-2009,10.8043,10.8043
367,102231,ING Dynamic Duration Fund-Bonus Option,12.7276,,,21-Jan-2009,12.7276,12.7276
368,102222,ING Dynamic Duration Fund-Growth Option,12.7276,,,21-Jan-2009,12.7276,12.7276
369,102226,ING Dynamic Duration Fund-Half Yearly Dividend Option,10.3937,,,21-Jan-2009,10.3937,10.3937
370,102224,ING Dynamic Duration Fund-Monthly Dividend Option,10.2283,,,21-Jan-2009,10.2283,10.2283
371,102225,ING Dynamic Duration Fund-Quarterly Dividend Option,10.1984,,,21-Jan-2009,10.1984,10.1984
372,100180,ING Income Fund- Regular Plan - Dividend Option (Annual),11.7853,INF084M01762,INF084M01770,21-Jan-2009,11.7853,11.7853
373,100185,ING Income Fund-Bonus Option,13.9872,,,21-Jan-2009,13.9872,13.9872
374,100186,ING Income Fund-Institutional Bonus Option,14.4843,,,21-Jan-2009,14.4843,14.4843
375,100182,ING Income Fund-Institutional Plan - Dividend Option (Half Yearly),10.0,INF084M01812,INF084M01820,21-Jan-2009,10.0,10.0
