,Scheme Code,Scheme Name,Net Asset Value,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Date,Repurchase Price,Sale Price
1070,110516,"Aditya Birla Sun Life Govt, Securities Short Term Fund-Retail Weekly Dividend Option",10.0035,,,21-Jan-2009,10.0035,10.0035
1072,100580,DBS Chola Gilt-Investment-Cumulative,22.7884,,,21-Jan-2009,22.7884,22.7884
1073,100579,DBS Chola Gilt-Investment-Quarterly Dividend,12.3414,,,21-Jan-2009,12.3414,12.3414
1075,110703,DWS Gilt Fund - Dividend,10.8014,INF223J01AO1,INF223J01AP8,21-Jan-2009,10.8014,0.0
1076,110706,DWS Gilt Fund - Growth,11.042,INF223J01AQ6,,21-Jan-2009,11.042,0.0
1077,110705,DWS Gilt Fund - Institutional Plan - Dividend,10.8176,INF223J01AL7,INF223J01AM5,21-Jan-2009,10.8176,0.0
1078,110704,DWS Gilt Fund - Institutional Plan - Growth,11.0578,INF223J01AN3,,21-Jan-2009,11.0578,0.0
1080,109557,Fidelity Flexi Gilt Fund - Dividend Option,11.1936,INF677K01BA3,INF677K01BB1,21-Jan-2009,11.1376,11.1936
1081,109556,Fidelity Flexi Gilt Fund - Growth Option,11.8644,INF677K01AZ2,,21-Jan-2009,11.8051,11.8644
1083,101081,HDFC Gilt Fund-Short Term-Dividend,10.7204,INF179K01780,INF179K01798,21-Jan-2009,10.7204,10.7204
1084,101082,HDFC Gilt Fund-Short Term-Growth,15.4111,INF179K01806,,21-Jan-2009,15.4111,15.4111
1086,102065,HSBC Gilt Fund  - Dividend,9.9968,INF336L01735,INF336L01727,21-Jan-2009,9.9968,9.9968
1087,102066,HSBC Gilt Fund  - Growth,11.3364,INF336L01719,,21-Jan-2009,11.3364,11.3364
1088,110457,HSBC Gilt Fund - Dividend - Weekly,9.3033,,INF336L01743,21-Jan-2009,9.3033,9.3033
1090,102060,ICICI Prudential Gilt Fund Investment Plan PF Option - Growth,17.7676,INF109K01JS2,,21-Jan-2009,17.661,17.7676
1091,102248,ICICI Prudential Gilt Fund Treasury Plan PF Option - Growth,14.7219,INF109K01KA8,,21-Jan-2009,14.6041,14.7219
1093,108752,IDFC GSF - Investment Plan - Growth,17.8324,INF194K01DP3,,21-Jan-2009,17.8324,17.8324
1094,108754,IDFC GSF - Investment Plan - Half Yearly Dividend,12.2791,INF194K01DR9,INF194K01DQ1,21-Jan-2009,12.2791,12.2791
1095,108643,IDFC GSF - Investment Plan - Quarterly Dividend,11.4637,INF194K01DX7,INF194K01DW9,21-Jan-2009,11.4637,11.4637
1096,108659,IDFC GSF-Provident Fund-Inst Plan B-Growth,14.8925,INF194K01ET3,,21-Jan-2009,14.8925,14.8925
1097,108660,IDFC GSF-Provident Fund-Inst Plan B-Quarterly Dividend,11.8025,INF194K01EY3,INF194K01EX5,21-Jan-2009,11.8025,11.8025
1098,108663,IDFC GSF-Provident Fund-Regular Plan-Annual Dividend,12.6554,INF194K01EO4,INF194K01EN6,21-Jan-2009,12.6554,12.6554
1099,108661,IDFC GSF-Provident Fund-Regular Plan-Growth,14.8522,INF194K01EM8,,21-Jan-2009,14.8522,14.8522
1100,108662,IDFC GSF-Provident Fund-Regular Plan-Quarterly Dividend,11.8167,INF194K01ER7,INF194K01EQ9,21-Jan-2009,11.8167,11.8167
1102,101406,ING Gilt Fund-Dividend Option,15.2717,,,21-Jan-2009,15.2717,15.2717
1103,101405,ING Gilt Fund-Growth Option,15.2717,,,21-Jan-2009,15.2717,15.2717
1104,102384,ING Gilt Fund Provident Fund - Dynamic Plan-Annual Dividend Option,11.6482,INF084M01903,INF084M01911,21-Jan-2009,11.6482,11.6482
1105,108106,ING Gilt Fund Provident Fund - Dynamic Plan-Cyclical Series Option 2008,11.4942,,,21-Jan-2009,11.4942,11.4942
1106,102382,ING Gilt Fund Provident Fund - Dynamic Plan-Growth Auto Income Payout Option,14.2768,INF084M01861,,21-Jan-2009,14.2768,14.2768
1107,102381,ING Gilt Fund Provident Fund - Dynamic Plan-Growth Option,14.2768,INF084M01853,,21-Jan-2009,14.2768,14.2768
1108,102383,ING Gilt Fund Provident Fund - Dynamic Plan-Half Yearly Dividend Option,11.1098,INF084M01887,INF084M01895,21-Jan-2009,11.1098,11.1098
1110,107481,Religare Invesco GILT Fund - Short Duration Plan - Growth,10.3827,INF205K01SZ4,,21-Jan-2009,10.3827,10.3827
1111,107480,Religare Invesco GILT Fund - Short Duration Plan - Monthly Dividend,10.0548,INF205K01TA5,INF205K01TB3,21-Jan-2009,10.0548,10.0548
1113,102180,JM G-Sec - PF Plus-Dividend Plan,10.6782,,,21-Jan-2009,10.6782,10.6782
1114,102179,JM G-Sec - PF Plus-Growth Plan,10.6747,,,21-Jan-2009,10.6747,10.6747
1116,101121,Principal Gilt Fund-Savings-Dividend,10.6501,,,21-Jan-2009,10.6501,10.6501
1117,101120,Principal Gilt Fund-Savings-Growth,15.2114,,,21-Jan-2009,15.2114,15.2114
1118,101117,Principal Government Securities Fund-Dividend Option - Quarterly,12.3337,INF173K01AN8,INF173K01AO6,21-Jan-2009,12.3337,12.3337
1119,101119,Principal Government Securities Fund-Dividend Option- Annually,14.7963,INF173K01AQ1,INF173K01AR9,21-Jan-2009,14.7963,14.7963
1120,101118,Principal Government Securities Fund-Growth,19.9709,INF173K01AM0,,21-Jan-2009,19.9709,19.9709
1121,101116,Principal Government Securities Fund-Investment-Dividend - Half Yearly,12.3714,,,21-Jan-2009,12.3714,12.3714
1123,101171,Sahara Gilt Fund-Dividend,13.9107,INF515L01122,INF515L01130,21-Jan-2009,13.9107,13.9803
1124,101170,Sahara Gilt Fund-Growth,16.6693,INF515L01148,,21-Jan-2009,16.6693,16.7526
1126,102079,Tata Gilt Retirement Plan (28-2-09) Dividend,12.7975,,,21-Jan-2009,12.7335,12.7975
1127,102062,Tata Gilt Retirement Plan (28-2-09) Growth,12.8724,,,21-Jan-2009,12.808,12.8724
1128,102045,Tata Gilt Retirement Plan (28-2-10) Growth,12.8696,,,21-Jan-2009,12.8053,12.8696
1129,102067,Tata Gilt Retirement Plan (28-2-11) Growth,12.8582,,,21-Jan-2009,12.7939,12.8582
1130,102086,Tata Gilt Retirement Plan (28-2-13) Dividend,13.0208,,,21-Jan-2009,12.9557,13.0208
1131,101956,Tata Gilt Retirement Plan (28-2-13) Growth,12.9403,,,21-Jan-2009,12.8756,12.9403
1132,102116,Tata Gilt Retirement Plan (28-2-16) Growth,12.7547,,,21-Jan-2009,12.6909,12.7547
1133,101828,Tata Gilt Securities Short Maturity Fund -Regular Fund-Quarterly DIvidend,11.3795,INF277K01DP6,INF277K01568,21-Jan-2009,11.3795,11.3795
1134,101883,Tata Gilt Securities Short Maturity Fund -Regular Plan-Growth,14.6204,INF277K01576,,21-Jan-2009,14.6204,14.6204
1136,101094,Taurus Gilt Fund-Dividend,13.364,INF044D01AL0,INF044D01AM8,21-Jan-2009,13.3306,13.364
1137,101095,Taurus Gilt Fund-Growth,13.6379,INF044D01AN6,,21-Jan-2009,13.6038,13.6379
1140,103357,DBS Chola Tax Saver Fund-Cumulative Option,6.98,,,21-Jan-2009,6.98,7.14
1141,103356,DBS Chola Tax Saver Fund-Dividend Option,6.48,,,21-Jan-2009,6.48,6.63
1143,103559,DWS TAX SAVING FUND-DIVIDEND,6.6735,INF223J01333,INF223J01341,21-Jan-2009,6.6735,6.8237
1144,103558,DWS TAX SAVING FUND-GROWTH,7.1388,INF223J01358,,21-Jan-2009,7.1388,7.2994
1146,103421,Fidelity Tax Advantage Fund-Dividend Option,8.246,,,21-Jan-2009,8.246,8.432
1147,103420,Fidelity Tax Advantage Fund-Growth Option,9.185,,,21-Jan-2009,9.185,9.392
1149,110752,Fortis Tax  Advantage Plan (ELSS)-Dividend Option,5.656,,,21-Jan-2009,5.656,5.783
1150,110751,Fortis Tax  Advantage Plan (ELSS)-Growth Option,7.1,,,21-Jan-2009,7.1,7.26
1152,101037,Franklin India Index Tax Fund,21.0795,,,21-Jan-2009,21.0795,21.0795
1154,102317,ING Tax Savings Fund-Bonus Option,12.26,INF084M01333,,21-Jan-2009,12.26,12.54
1155,102316,ING Tax Savings Fund-Dividend Option,6.04,INF084M01317,INF084M01325,21-Jan-2009,6.04,6.18
1156,102315,ING Tax Savings Fund-Growth Option,12.24,INF084M01309,,21-Jan-2009,12.24,12.52
1158,100337,SaharaTax Gain-Dividend,9.2596,INF515L01189,INF515L01197,21-Jan-2009,9.2596,9.4679
1159,100338,SaharaTax Gain-Growth,16.2599,INF515L01205,,21-Jan-2009,16.2599,16.6257
1162,101671,HDFC Floating Rate Income Fund-Long Term Plan-GROWTH,14.5196,INF179K01624,,21-Jan-2009,14.5196,14.5196
1163,101670,HDFC Floating Rate Income Fund-Long Term Plan-Weekly Dividend Option,10.1751,,INF179K01616,21-Jan-2009,10.1751,10.1751
1165,106669,HSBC Floating Rate Fund - Long Term - Dividend - Fortnightly,10.1421,,INF336L01677,21-Jan-2009,10.132,10.1421
1166,102831,HSBC Floating Rate Fund - Long Term - Dividend - Monthly,10.1689,INF336L01701,INF336L01693,21-Jan-2009,10.1587,10.1689
1167,102830,HSBC Floating Rate Fund - Long Term - Dividend - Weekly,11.2359,INF336L01628,INF336L01610,21-Jan-2009,11.2247,11.2359
1168,102829,HSBC Floating Rate Fund - Long Term - Growth,13.5618,INF336L01685,,21-Jan-2009,13.5482,13.5618
1169,110015,HSBC Floating Rate Fund - Long Term - Inst -Dividend -Daily,10.0306,,,21-Jan-2009,10.0206,10.0306
1170,110016,HSBC Floating Rate Fund - Long Term - Regular - Dividend - Daily,10.0114,,,21-Jan-2009,9.9613,10.0114
1171,102828,HSBC Floating Rate Fund - Long Term - Regular - Dividend - Monthly,10.0664,INF336L01669,INF336L01651,21-Jan-2009,10.0161,10.0664
1172,102827,HSBC Floating Rate Fund - Long Term - Regular - Growth,13.416,INF336L01636,,21-Jan-2009,13.3489,13.416
1173,102836,HSBC Floating Rate Fund - Short Term - Inst. - Dividend - Daily,10.0623,,,21-Jan-2009,10.0623,10.0623
1174,102838,HSBC Floating Rate Fund - Short Term - Inst. - Dividend - Monthly,10.1727,,,21-Jan-2009,10.1727,10.1727
1175,102837,HSBC Floating Rate Fund - Short Term - Inst. - Dividend - Weekly,10.4843,,,21-Jan-2009,10.4843,10.4843
1176,102835,HSBC Floating Rate Fund - Short Term - Inst. - Growth,13.3903,,,21-Jan-2009,13.3903,13.3903
1177,102840,HSBC Floating Rate Fund - Short Term - Inst. Plus - Dividend - Daily,10.0,,,21-Jan-2009,10.0,10.0
1178,102842,HSBC Floating Rate Fund - Short Term - Inst. Plus - Dividend - Monthly,0.0,,,21-Jan-2009,0.0,0.0
1179,102841,HSBC Floating Rate Fund - Short Term - Inst. Plus - Dividend - Weekly,10.0398,,,21-Jan-2009,10.0398,10.0398
1180,102839,HSBC Floating Rate Fund - Short Term - Inst. Plus - Growth,11.3648,,,21-Jan-2009,11.3648,11.3648
1181,102833,HSBC Floating Rate Fund - Short Term - Regular - Dividend - Daily,10.0,,,21-Jan-2009,10.0,10.0
1182,102834,HSBC Floating Rate Fund - Short Term - Regular - Dividend - Weekly,10.0229,,,21-Jan-2009,10.0229,10.0229
1183,102832,HSBC Floating Rate Fund - Short Term - Regular - Growth,13.2648,,,21-Jan-2009,13.2648,13.2648
1185,102268,LIC NOMURA MF Floating Rate Fund - Short Term Plan-Growth,14.1109,INF767K01477,,21-Jan-2009,14.1109,14.1109
1186,102269,LIC NOMURA MF Floating Rate Fund - Short Term Plan-Weekly Dividend,10.1513,INF767K01451,INF767K01469,21-Jan-2009,10.1513,10.1513
1188,102508,SBI Magnum Income Fund - F R P - Long Term - Inst. (D),0.0,,,21-Jan-2009,0.0,0.0
1189,102507,OLD-SBI Magnum Income Fund - F R P - Long Term - Inst. (G),0.0,,,21-Jan-2009,0.0,0.0
1191,102155,Tata Floating Rate Fund - Long Term Plan- Regular Plan - Growth,13.2226,INF277K01YF3,,21-Jan-2009,13.1565,13.2226
1192,102154,Tata Floating Rate Fund - Regular Plan- Dividend,10.4489,INF277K01DM3,INF277K01493,21-Jan-2009,10.3967,10.4489
1195,102184,Aditya Birla Sun Life Asset Allocation Fund-Aggressive Plan-Dividend Plan,17.3834,INF209K01AR1,INF209K01DU9,21-Jan-2009,17.3834,17.6442
1196,102185,Aditya Birla Sun Life Asset Allocation Fund-Aggressive Plan-Growth Plan,17.3834,INF209K01AS9,,21-Jan-2009,17.3834,17.6442
1197,102188,Aditya Birla Sun Life Asset Allocation Fund-Conservative Plan-Dividend Plan,15.7278,INF209K01AV3,INF209K01DW5,21-Jan-2009,15.7278,15.8851
1198,102189,Aditya Birla Sun Life Asset Allocation Fund-Conservative Plan-Growth Plan,15.7278,INF209K01AW1,,21-Jan-2009,15.7278,15.8851
1199,102186,Aditya Birla Sun Life Asset Allocation Fund-Moderate Plan-Dividend Plan,17.0447,INF209K01AT7,INF209K01DV7,21-Jan-2009,17.0447,17.2151
1200,102187,Aditya Birla Sun Life Asset Allocation Fund-Moderate Plan-Growth Plan,17.0447,INF209K01AU5,,21-Jan-2009,17.0447,17.2151
1202,103419,Fidelity MultiManager Cash Fund-Dividend Re-investment Option,10.0038,,,21-Jan-2009,10.0038,10.0038
1203,103418,Fidelity MultiManager Cash Fund-Growth Option,12.4819,,,21-Jan-2009,12.4819,12.4819
1205,104757,ING 5 Star Multi-Manager FoF Scheme - Dividend,6.1624,INF084M01AR4,INF084M01AS2,21-Jan-2009,6.1008,6.3011
1206,104756,ING 5 Star Multi-Manager FoF Scheme - Growth,7.1248,INF084M01AQ6,,21-Jan-2009,7.0536,7.2851
1207,104649,ING Active Debt Multi-Manager FoF Scheme- Dividend,10.0825,INF084M01AI3,INF084M01AJ1,21-Jan-2009,10.0825,10.0825
1208,104650,ING Active Debt Multi-Manager FoF Scheme- Growth,12.2424,INF084M01AH5,,21-Jan-2009,12.2424,12.2424
1209,104174,ING Asset Allocator Multi-Manager FoF Scheme - Dividend,10.2034,INF084M01AF9,INF084M01AG7,21-Jan-2009,10.1014,10.433
1210,104175,ING Asset Allocator Multi-Manager FoF Scheme - Growth,11.0761,INF084M01AE2,,21-Jan-2009,10.9653,11.3253
1211,104561,ING Income Growth Multi-Manager FoF Scheme -15% Equity Plan Option B -Growth,0.0,,,21-Jan-2009,0.0,0.0
1212,103740,ING Income Growth Multi-Manager FoF Scheme Option A -15% Equity Plan-Growth,10.6195,INF084M01AK9,,21-Jan-2009,10.6195,10.7257
1213,103739,ING Income Growth Multi-Manager FoF Scheme-15% Equity Plan Option A-Dividend,10.2696,INF084M01AL7,INF084M01AM5,21-Jan-2009,10.2696,10.3723
1214,104563,ING Income Growth Multi-Manager FoF Scheme-15% Equity Plan Option B-Dividend,0.0,,,21-Jan-2009,0.0,0.0
1215,103741,ING Income Growth Multi-Manager FoF Scheme-30% Equity Plan Option A -Dividend,9.7529,INF084M01AO1,INF084M01AP8,21-Jan-2009,9.7529,9.8504
1216,103742,ING Income Growth Multi-Manager FoF Scheme-30% Equity Plan Option A -Growth,10.0884,INF084M01AN3,,21-Jan-2009,10.0884,10.1893
1217,104562,ING Income Growth Multi-Manager FoF Scheme-30% Equity Plan Option B -Dividend,0.0,,,21-Jan-2009,0.0,0.0
1218,104560,ING Income Growth Multi-Manager FoF Scheme-30% Equity Plan Option B -Growth,0.0,,,21-Jan-2009,0.0,0.0
1219,107784,ING OptiMix Active Short Term Fund- Retail Plan - Dividend Option,10.4871,,,21-Jan-2009,10.4556,10.4871
1220,107785,ING OptiMix Active Short Term Fund- Retail Plan - Growth Option,10.9098,,,21-Jan-2009,10.8771,10.9098
1221,108222,ING OptiMix Active Short Term Fund-Inst. Plan-Growth Option,10.8008,,,21-Jan-2009,10.79,10.8008
1222,108221,ING OptiMix Active Short Term Fund-Inst.Plan-Dividend Option,10.2079,,,21-Jan-2009,10.1977,10.2079
1225,105085,Gold Benchmark Exchange Traded Scheme (Gold BeES),1358.3083,,,21-Jan-2009,1358.3083,1358.3083
1227,107015,R * Shares Gold ETF -Dividend Payout Option,1325.4719,INF733I01010,,21-Jan-2009,1325.4719,1325.4719
1230,101296,Banking Index Benchmark Exchange Traded Scheme (Bank BeES),427.2835,,,21-Jan-2009,427.2835,427.2835
1231,101884,Liquid Benchmark Exchange Traded Scheme (Liquid BeES),1000.0,,,21-Jan-2009,1000.0,1000.0
1232,101325,Nifty Benchmark Exchange Traded Scheme- Nifty BeES,273.2659,,,21-Jan-2009,273.2659,273.2659
1233,101621,Nifty Junior Benchmark Exchange Traded Scheme (Junior BeES),42.7824,,,21-Jan-2009,42.7824,42.7824
1234,106858,PSU Bank Benchmark Exchange Traded Scheme (PSU Bank BeES),168.741,,,21-Jan-2009,168.741,168.741
1236,108410,R * Shares Banking ETF -Dividend Payout Option,429.3829,INF733I01028,,21-Jan-2009,429.3829,429.3829
1238,101898,UTI Sunder,284.5346,INF789F01042,,21-Jan-2009,284.5346,284.5346
1241,106668,DWS Top Euroland Offshore Fund - Dividend,6.0,INF223J01AW4,INF223J01AX2,21-Jan-2009,5.94,6.15
1242,106667,DWS Top Euroland Offshore Fund - Growth,6.0,INF223J01AY0,,21-Jan-2009,5.94,6.15
1244,101620,Franklin India International Fund,12.1452,,,21-Jan-2009,12.1452,12.1452
1246,110106,ING Global Commodities Fund- Dividend Option,7.3025,INF084M01AU8,INF084M01AV6,21-Jan-2009,7.2295,7.4851
1247,110105,ING Global Commodities Fund-Growth Option,7.3025,INF084M01AT0,,21-Jan-2009,7.2295,7.4851
1248,108000,ING Global Real Estate Fund - Institutional Plan Bonus Option,10.0,,,21-Jan-2009,10.0,10.0
1249,107998,ING Global Real Estate Fund - Institutional Plan Dividend Option,5.84,INF084M01BD2,INF084M01BE0,21-Jan-2009,5.84,5.84
1250,107999,ING Global Real Estate Fund - Institutional Plan Growth Option,5.71,INF084M01BC4,,21-Jan-2009,5.71,5.71
1251,107339,ING Global Real Estate Fund - Retail Plan - Dividend Option,6.53,INF084M01BA8,INF084M01BB6,21-Jan-2009,6.53,6.69
1252,107341,ING Global Real Estate Fund - Retail Plan Growth Option,6.53,INF084M01AZ7,,21-Jan-2009,6.53,6.69
1253,107340,ING Global Real Estate Fund - Retail Plan- Bonus Option,6.53,,,21-Jan-2009,6.53,6.69
1254,109697,ING Latin America Equity Fund - Bonus Option,5.52,,,21-Jan-2009,5.52,5.66
1255,109695,ING Latin America Equity Fund - Dividend Option,5.52,INF084M01BG5,INF084M01BH3,21-Jan-2009,5.52,5.66
1256,109696,ING Latin America Equity Fund - Growth Option,5.52,INF084M01BF7,,21-Jan-2009,5.52,5.66
1258,108168,PineBridge World Gold Fund - Standard Plan - Dividend Option,7.619,INF178L01137,INF178L01145,21-Jan-2009,7.543,7.79
1259,108169,PineBridge World Gold Fund - Standard Plan - Growth Option,7.619,INF178L01152,,21-Jan-2009,7.543,7.79
1262,102020,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,24.53,INF955L01674,,21-Jan-2009,24.53,25.08
1263,102021,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - IDCW Option,15.47,INF955L01658,INF955L01666,21-Jan-2009,15.47,15.82
1265,102528,ICICI Prudential MidCap Fund - Growth,13.39,INF109K01AN2,,21-Jan-2009,13.39,13.69
1266,102529,ICICI Prudential MidCap Fund - IDCW,7.31,INF109K01EH6,INF109K01AL6,21-Jan-2009,7.31,7.47
1267,102530,ICICI Prudential MidCap Fund - Institutional Option - I,5.34,INF109K01AM4,,21-Jan-2009,5.34,5.46
1268,101228,ICICI Prudential Multicap Fund - Growth,50.85,INF109K01613,,21-Jan-2009,50.85,51.99
1269,101706,ICICI Prudential Multicap Fund - IDCW,9.11,INF109K01FK7,INF109K01621,21-Jan-2009,9.11,9.31
1270,102957,ICICI Prudential Multicap Fund - Institutional Option - I,13.85,INF109K01639,,21-Jan-2009,13.85,14.16
1272,107353,Invesco India Multicap Fund - Growth Option,5.27,INF205K01DN2,,21-Jan-2009,0.0,0.0
1273,107352,Invesco India Multicap Fund - IDCW (Payout / Reinvestment),5.27,INF205K01DO0,INF205K01DP7,21-Jan-2009,0.0,0.0
1275,101163,NIPPON INDIA MULTI CAP FUND - IDCW Option,10.1812,INF204K01455,INF204K01463,21-Jan-2009,10.0794,10.4103
1276,106252,Nippon India Multi Cap Fund Institutional Dividend Plan,12.7446,INF204K01414,INF204K01422,21-Jan-2009,12.7446,12.7446
1277,106253,Nippon India Multi Cap Fund Institutional Plan Growth Plan Growth Option,12.7446,INF204K01448,,21-Jan-2009,12.7446,12.7446
1278,101162,Nippon India Multi Cap Fund-Growth Plan-Bonus Option,12.7446,INF204K01471,,21-Jan-2009,12.6172,13.0314
1279,101161,Nippon India Multi Cap Fund-Growth Plan-Growth Option,12.7446,INF204K01489,,21-Jan-2009,12.6172,13.0314
1280,106254,Reliance Equity Opportunities  Fund Institutional Plan Growth Plan Bonus Option,12.7446,INF204K01430,,21-Jan-2009,12.7446,12.7446
1282,100966,Principal Multi Cap Growth Fund- Half Yearly Income Distribution CUM Capital Withdrawal Option,11.89,INF173K01957,INF173K01965,21-Jan-2009,11.77,12.16
1283,100967,Principal Multi Cap Growth Fund-Growth Option,26.24,INF173K01940,,21-Jan-2009,25.98,26.83
1285,100631,quant Active Fund-GROWTH OPTION - Regular Plan,37.4108,INF966L01234,,21-Jan-2009,37.4108,38.2525
1286,100630,quant Active Fund-IDCW Option - Regular Plan,7.1767,INF966L01218,INF966L01226,21-Jan-2009,7.1767,7.3382
1289,103174,Aditya Birla Sun Life Frontline Equity Fund-Growth,39.23,INF209K01BR9,,21-Jan-2009,38.84,40.11
1290,103173,Aditya Birla Sun Life Frontline Equity Fund-Regular - IDCW,12.46,INF209K01BO6,INF209K01EC5,21-Jan-2009,12.34,12.74
1292,101635,DSP Top 100 Equity Fund - Regular Plan - Growth,49.209,INF740K01243,,21-Jan-2009,48.717,50.316
1293,101636,DSP Top 100 Equity Fund - Regular Plan - IDCW,12.332,INF740K01227,INF740K01235,21-Jan-2009,12.209,12.609
1295,100470,Franklin India BLUECHIP FUND - IDCW ,23.4686,INF090I01155,INF090I01163,21-Jan-2009,23.3513,23.9966
1296,100471,Franklin India Bluechip Fund-Growth,93.1575,INF090I01171,,21-Jan-2009,92.6917,95.2535
1298,102000,HDFC Top 100 Fund - Growth Option - Regular Plan,85.248,INF179K01BE2,,21-Jan-2009,85.248,87.166
1299,102001,HDFC Top 100 Fund - IDCW Option - Regular Plan,25.253,INF179K01BC6,INF179K01BD4,21-Jan-2009,25.253,25.821
1301,101594,HSBC Large Cap Equity Fund - Growth,56.4275,INF336L01016,,21-Jan-2009,55.8632,57.6971
1302,101593,HSBC Large cap Equity Fund - IDCW,17.6389,INF336L01024,INF336L01032,21-Jan-2009,17.4625,18.0358
1304,108466,ICICI Prudential Bluechip Fund - Growth,6.71,INF109K01BL4,,21-Jan-2009,6.64,6.86
1305,108465,ICICI Prudential Bluechip Fund - IDCW,6.71,INF109K01EP9,INF109K01BM2,21-Jan-2009,6.64,6.86
1306,108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,6.75,INF109K01BN0,,21-Jan-2009,6.75,6.75
1308,108799,IDFC Large Cap Fund - Regular Plan - Growth,7.7308,INF194K01516,,21-Jan-2009,7.7308,7.7308
1309,108800,IDFC Large Cap Fund - Regular Plan - IDCW,6.9312,INF194K01490,INF194K01508,21-Jan-2009,6.9312,6.9312
1311,100219,JM Large Cap Fund (Regular) - Growth Option,19.2585,INF192K01601,,21-Jan-2009,19.2585,19.6918
1312,100218,JM Large Cap Fund (Regular) - IDCW ,8.6646,INF192K01585,INF192K01593,21-Jan-2009,8.6646,8.8596
1314,106871,LIC MF Large Cap Fund-Regular Plan-Growth,6.258,INF767K01105,,21-Jan-2009,6.258,6.258
1315,100332,LIC MF Large Cap Fund-Regular Plan-IDCW,5.5502,INF767K01097,INF767K01089,21-Jan-2009,5.5502,5.5502
1317,107578,Mirae Asset Large Cap Fund - Growth Plan,6.11,INF769K01010,,21-Jan-2009,6.05,6.25
1318,107589,Mirae Asset Large Cap Fund -Institutional Option - Dividend Plan,6.14,INF769K01AM5,INF769K01AN3,21-Jan-2009,6.14,6.14
1319,107579,Mirae Asset Large Cap Fund Regular IDCW,6.11,INF769K01036,INF769K01028,21-Jan-2009,6.05,6.25
1321,106235,Nippon India Large Cap  Fund- Growth Plan -Growth Option,6.2685,INF204K01562,,21-Jan-2009,6.2058,6.4095
1322,106236,NIPPON INDIA LARGE CAP FUND - IDCW Option,6.2685,INF204K01539,INF204K01547,21-Jan-2009,6.2058,6.4095
1323,106240,Nippon India Large Cap Fund- Growth Plan Bonus Option,6.2685,INF204K01554,,21-Jan-2009,6.2058,6.4095
1324,106238,Nippon India Large Cap Fund-Institutional Plan Growth Plan Bonus Option,6.3522,INF204K01513,,21-Jan-2009,6.3522,6.3522
1325,106237,Reliance Top 200  Fund-Institutional Plan Growth Plan Growth Option,6.3522,INF204K01521,,21-Jan-2009,6.3522,6.3522
1326,106239,Reliance Top 200 Fund-Institutional Plan Dividend Option,6.3522,INF204K01497,INF204K01505,21-Jan-2009,6.3522,6.3522
1328,103616,SBI Blue Chip Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),6.17,INF200K01164,INF200K01172,21-Jan-2009,6.11,6.31
1329,103504,SBI BLUE CHIP FUND-REGULAR PLAN GROWTH,7.07,INF200K01180,,21-Jan-2009,7.0,7.23
1331,100475,Tata Large Cap Fund -Regular Plan - Growth Option,46.7604,INF277K01931,,21-Jan-2009,46.2928,47.8125
1332,102036,Tata Large Cap Fund- Regular Plan - Payout of IDCW Option,20.2357,INF277K01EG3,INF277K01923,21-Jan-2009,20.0333,20.691
1334,101209,Taurus Largecap Equity Fund - Regular Plan - Growth,20.88,INF044D01773,,21-Jan-2009,20.67,21.35
1335,108403,Taurus Largecap Equity Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,20.89,INF044D01740,INF044D01757,21-Jan-2009,20.68,21.36
1337,100651,UTI - Master Share-Growth Option,26.72,INF789F01976,,21-Jan-2009,26.72,27.32
1338,100650,UTI Mastershare Unit Scheme - Regular Plan - IDCW,17.46,INF189A01038,INF789F01950,21-Jan-2009,17.46,17.85
1341,100033,Aditya Birla Sun Life Equity Advantage Fund - Regular Growth,73.59,INF209K01165,,21-Jan-2009,72.85,75.25
1342,100034,Aditya Birla Sun Life Equity Advantage Fund -Regular - IDCW,50.19,INF209K01157,INF209K01CE5,21-Jan-2009,49.69,51.32
1344,110598,BANK OF INDIA Large & Mid Cap  Equity Fund Regular Plan- Quarterly IDCW,9.24,INF761K01116,INF761K01124,21-Jan-2009,9.15,9.47
1345,110599,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan- Growth,9.26,INF761K01041,,21-Jan-2009,9.17,9.49
1346,110601,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Bonus,9.26,INF761K01017,,21-Jan-2009,9.17,9.49
1347,110604,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Quarterly IDCW,9.26,INF761K01058,INF761K01066,21-Jan-2009,9.17,9.49
1348,110608,BANK OF INDIA Large & Mid Cap Equity Fund Eco Plan-Regular IDCW,9.26,INF761K01025,INF761K01033,21-Jan-2009,9.17,9.49
1349,110603,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Growth,9.24,INF761K01108,,21-Jan-2009,9.15,9.47
1350,110607,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan- Regular IDCW,9.24,INF761K01082,INF761K01090,21-Jan-2009,9.15,9.47
1351,110606,BANK OF INDIA Large & Mid Cap Equity Fund Regular Plan-Bonus,9.24,INF761K01074,,21-Jan-2009,9.15,9.47
